# frame,gameMode,phase,subphase,curV,ppuCtrl,switchReq
3112,00,01,02,E1,B0,00
3114,00,01,02,E2,B0,00
3116,00,01,02,E3,B0,00
3118,00,01,02,E4,B0,00
3120,00,01,02,E5,B0,00
3122,00,01,02,E6,B0,00
3124,00,01,02,E7,B0,00
3126,00,01,02,E8,B0,00
3128,00,01,02,E9,B0,00
3130,00,01,02,EA,B0,00
3132,00,01,02,EB,B0,00
3134,00,01,02,EC,B0,00
3136,00,01,02,ED,B0,00
3138,00,01,02,EE,B0,00
3140,00,01,02,EF,B0,00
3142,00,01,02,00,B0,01
3143,00,01,02,00,32,00
3144,00,01,02,01,B2,00
3146,00,01,02,02,B2,00
3148,00,01,02,03,B2,00
3150,00,01,02,04,B2,00
3152,00,01,02,05,B2,00
3154,00,01,02,06,B2,00
3156,00,01,02,07,B2,00
3158,00,01,02,08,B2,00
3159,00,01,02,08,32,00
3160,00,01,02,09,B2,00
3162,00,01,02,0A,B2,00
3164,00,01,02,0B,B2,00
3166,00,01,02,0C,B2,00
3168,00,01,02,0D,B2,00
3170,00,01,02,0E,B2,00
3172,00,01,02,0F,B2,00
3174,00,01,02,10,B2,00
3176,00,01,02,11,B2,00
3178,00,01,02,12,B2,00
3180,00,01,02,13,B2,00
3182,00,01,02,14,B2,00
3184,00,01,02,15,B2,00
3186,00,01,02,16,B2,00
3188,00,01,02,17,B2,00
3190,00,01,02,18,B2,00
3192,00,01,02,19,B2,00
3194,00,01,02,1A,B2,00
3196,00,01,02,1B,B2,00
3198,00,01,02,1C,B2,00
3200,00,01,02,1D,B2,00
3202,00,01,02,1E,B2,00
3204,00,01,02,1F,B2,00
3206,00,01,02,20,B2,00
3208,00,01,02,21,B2,00
3210,00,01,02,22,B2,00
3212,00,01,02,23,B2,00
3214,00,01,02,24,B2,00
3216,00,01,02,25,B2,00
3218,00,01,02,26,B2,00
3220,00,01,02,27,B2,00
3222,00,01,02,28,B2,00
3224,00,01,02,29,B2,00
3226,00,01,02,2A,B2,00
3228,00,01,02,2B,B2,00
3230,00,01,02,2C,B2,00
3232,00,01,02,2D,B2,00
3234,00,01,02,2E,B2,00
3236,00,01,02,2F,B2,00
3238,00,01,02,30,B2,00
3239,00,01,02,30,32,00
3240,00,01,02,31,B2,00
3242,00,01,02,32,B2,00
3244,00,01,02,33,B2,00
3246,00,01,02,34,B2,00
3248,00,01,02,35,B2,00
3250,00,01,02,36,B2,00
3252,00,01,02,37,B2,00
3254,00,01,02,38,B2,00
3256,00,01,02,39,B2,00
3258,00,01,02,3A,B2,00
3260,00,01,02,3B,B2,00
3262,00,01,02,3C,B2,00
3264,00,01,02,3D,B2,00
3266,00,01,02,3E,B2,00
3268,00,01,02,3F,B2,00
3270,00,01,02,40,B2,00
3271,00,01,02,40,32,00
3272,00,01,02,41,B2,00
3274,00,01,02,42,B2,00
3276,00,01,02,43,B2,00
3278,00,01,02,44,B2,00
3280,00,01,02,45,B2,00
3282,00,01,02,46,B2,00
3284,00,01,02,47,B2,00
3286,00,01,02,48,B2,00
3288,00,01,02,49,B2,00
3290,00,01,02,4A,B2,00
3292,00,01,02,4B,B2,00
3294,00,01,02,4C,B2,00
3296,00,01,02,4D,B2,00
3298,00,01,02,4E,B2,00
3300,00,01,02,4F,B2,00
3302,00,01,02,50,B2,00
3304,00,01,02,51,B2,00
3306,00,01,02,52,B2,00
3308,00,01,02,53,B2,00
3310,00,01,02,54,B2,00
3312,00,01,02,55,B2,00
3314,00,01,02,56,B2,00
3316,00,01,02,57,B2,00
3318,00,01,02,58,B2,00
3320,00,01,02,59,B2,00
3322,00,01,02,5A,B2,00
3324,00,01,02,5B,B2,00
3326,00,01,02,5C,B2,00
3328,00,01,02,5D,B2,00
3330,00,01,02,5E,B2,00
3332,00,01,02,5F,B2,00
3334,00,01,02,60,B2,00
3336,00,01,02,61,B2,00
3338,00,01,02,62,B2,00
3340,00,01,02,63,B2,00
3342,00,01,02,64,B2,00
3344,00,01,02,65,B2,00
3346,00,01,02,66,B2,00
3348,00,01,02,67,B2,00
3350,00,01,02,68,B2,00
3352,00,01,02,69,B2,00
3354,00,01,02,6A,B2,00
3356,00,01,02,6B,B2,00
3358,00,01,02,6C,B2,00
3360,00,01,02,6D,B2,00
3362,00,01,02,6E,B2,00
3364,00,01,02,6F,B2,00
3366,00,01,02,70,B2,00
3367,00,01,02,70,32,00
3368,00,01,02,71,B2,00
3370,00,01,02,72,B2,00
3372,00,01,02,73,B2,00
3374,00,01,02,74,B2,00
3376,00,01,02,75,B2,00
3378,00,01,02,76,B2,00
3380,00,01,02,77,B2,00
3382,00,01,02,78,B2,00
3384,00,01,02,79,B2,00
3386,00,01,02,7A,B2,00
3388,00,01,02,7B,B2,00
3390,00,01,02,7C,B2,00
3392,00,01,02,7D,B2,00
3394,00,01,02,7E,B2,00
3396,00,01,02,7F,B2,00
3398,00,01,02,80,B2,00
3399,00,01,02,80,32,00
3400,00,01,02,81,B2,00
3402,00,01,02,82,B2,00
3404,00,01,02,83,B2,00
3406,00,01,02,84,B2,00
3408,00,01,02,85,B2,00
3410,00,01,02,86,B2,00
3412,00,01,02,87,B2,00
3414,00,01,02,88,B2,00
3416,00,01,02,89,B2,00
3418,00,01,02,8A,B2,00
3420,00,01,02,8B,B2,00
3422,00,01,02,8C,B2,00
3424,00,01,02,8D,B2,00
3426,00,01,02,8E,B2,00
3428,00,01,02,8F,B2,00
3430,00,01,02,90,B2,00
3432,00,01,02,91,B2,00
3434,00,01,02,92,B2,00
3436,00,01,02,93,B2,00
3438,00,01,02,94,B2,00
3440,00,01,02,95,B2,00
3442,00,01,02,96,B2,00
3444,00,01,02,97,B2,00
3446,00,01,02,98,B2,00
3448,00,01,02,99,B2,00
3450,00,01,02,9A,B2,00
3452,00,01,02,9B,B2,00
3454,00,01,02,9C,B2,00
3456,00,01,02,9D,B2,00
3458,00,01,02,9E,B2,00
3460,00,01,02,9F,B2,00
3462,00,01,02,A0,B2,00
3464,00,01,02,A1,B2,00
3466,00,01,02,A2,B2,00
3468,00,01,02,A3,B2,00
3470,00,01,02,A4,B2,00
3472,00,01,02,A5,B2,00
3474,00,01,02,A6,B2,00
3476,00,01,02,A7,B2,00
3478,00,01,02,A8,B2,00
3480,00,01,02,A9,B2,00
3482,00,01,02,AA,B2,00
3484,00,01,02,AB,B2,00
3486,00,01,02,AC,B2,00
3488,00,01,02,AD,B2,00
3490,00,01,02,AE,B2,00
3492,00,01,02,AF,B2,00
3494,00,01,02,B0,B2,00
3495,00,01,02,B0,32,00
3496,00,01,02,B1,B2,00
3498,00,01,02,B2,B2,00
3500,00,01,02,B3,B2,00
