# room=$73 mode=$05 lvl=$00 objs=5
tick,bucket,calls,total_cyc,max_cyc,tick_cyc
75,VBlankISR,1,96,96,127841
75,IsrNmi,1,1056,1056,127841
75,UpdateMode,1,264,264,127841
75,TransferCurTileBuf,1,120,120,127841
75,music_tick,1,232,232,127841
75,UpdatePlayer,1,320,320,127841
75,UpdateObject,2,2368,1184,127841
75,MoveObject,3,552,184,127841
75,Walker_Move,1,920,920,127841
75,Walker_CheckTileCollision,1,424,424,127841
75,UpdateArrowOrBoomerang,3,3000,1000,127841
75,GetCollidableTile,1,1080,1080,127841
75,_oam_dma_flush,1,232,232,127841
75,_ags_flush,1,96,96,127841
75,_ags_prearm,1,40,40,127841
75,DriveAudio,1,8,8,127841
75,_tick,1,127841,127841,127841
76,VBlankISR,2,192,96,255682
76,IsrNmi,1,1056,1056,255682
76,UpdateMode,1,264,264,255682
76,TransferCurTileBuf,1,120,120,255682
76,music_tick,2,464,232,255682
76,UpdatePlayer,1,320,320,255682
76,UpdateObject,14,16576,1184,255682
76,CheckMonsterCollisions,8,2624,328,255682
76,MoveObject,15,2760,184,255682
76,Walker_Move,9,8280,920,255682
76,Walker_CheckTileCollision,9,3816,424,255682
76,UpdateMoblin,8,4160,520,255682
76,UpdateArrowOrBoomerang,7,7000,1000,255682
76,AnimateAndDrawObjectWalking,8,8640,1080,255682
76,GetCollidableTile,5,5400,1080,255682
76,_oam_dma_flush,2,464,232,255682
76,_ags_flush,2,192,96,255682
76,_ags_prearm,1,40,40,255682
76,DriveAudio,1,8,8,255682
76,_tick,2,255682,255682,255682
77,IsrNmi,1,1056,1056,127841
77,UpdateMode,1,264,264,127841
77,TransferCurTileBuf,1,120,120,127841
77,UpdatePlayer,1,320,320,127841
77,UpdateObject,6,7104,1184,127841
77,CheckMonsterCollisions,1,328,328,127841
77,MoveObject,7,1288,184,127841
77,Walker_Move,3,2760,920,127841
77,Walker_CheckTileCollision,3,1272,424,127841
77,UpdateMoblin,2,1040,520,127841
77,UpdateArrowOrBoomerang,5,5000,1000,127841
77,AnimateAndDrawObjectWalking,1,1080,1080,127841
77,GetCollidableTile,2,2160,1080,127841
77,_ags_prearm,1,40,40,127841
77,DriveAudio,1,8,8,127841
77,_tick,1,127841,127841,127841
78,VBlankISR,1,96,96,127841
78,IsrNmi,1,1056,1056,127841
78,UpdateMode,1,264,264,127841
78,TransferCurTileBuf,1,120,120,127841
78,music_tick,1,232,232,127841
78,UpdatePlayer,1,320,320,127841
78,UpdateObject,3,3552,1184,127841
78,CheckMonsterCollisions,3,984,328,127841
78,MoveObject,4,736,184,127841
78,Walker_Move,3,2760,920,127841
78,Walker_CheckTileCollision,3,1272,424,127841
78,UpdateMoblin,2,1040,520,127841
78,UpdateArrowOrBoomerang,2,2000,1000,127841
78,AnimateAndDrawObjectWalking,3,3240,1080,127841
78,GetCollidableTile,2,2160,1080,127841
78,_oam_dma_flush,1,232,232,127841
78,_ags_flush,1,96,96,127841
78,_ags_prearm,1,40,40,127841
78,DriveAudio,1,8,8,127841
78,_tick,1,127841,127841,127841
79,VBlankISR,1,96,96,255682
79,IsrNmi,1,1056,1056,255682
79,UpdateMode,1,264,264,255682
79,TransferCurTileBuf,1,120,120,255682
79,music_tick,1,232,232,255682
79,UpdatePlayer,1,320,320,255682
79,UpdateObject,15,17760,1184,255682
79,CheckMonsterCollisions,8,2624,328,255682
79,MoveObject,16,2944,184,255682
79,Walker_Move,9,8280,920,255682
79,Walker_CheckTileCollision,9,3816,424,255682
79,UpdateMoblin,8,4160,520,255682
79,UpdateArrowOrBoomerang,8,8000,1000,255682
79,AnimateAndDrawObjectWalking,8,8640,1080,255682
79,GetCollidableTile,3,3240,1080,255682
79,_oam_dma_flush,1,232,232,255682
79,_ags_flush,1,96,96,255682
79,_ags_prearm,1,40,40,255682
79,DriveAudio,1,8,8,255682
79,_tick,2,255682,255682,255682
80,VBlankISR,1,96,96,127841
80,IsrNmi,1,1056,1056,127841
80,UpdateMode,1,264,264,127841
80,TransferCurTileBuf,1,120,120,127841
80,music_tick,1,232,232,127841
80,UpdatePlayer,1,320,320,127841
80,UpdateObject,6,7104,1184,127841
80,CheckMonsterCollisions,2,656,328,127841
80,MoveObject,7,1288,184,127841
80,Walker_Move,3,2760,920,127841
80,Walker_CheckTileCollision,3,1272,424,127841
80,UpdateMoblin,2,1040,520,127841
80,UpdateArrowOrBoomerang,5,5000,1000,127841
80,AnimateAndDrawObjectWalking,2,2160,1080,127841
80,GetCollidableTile,1,1080,1080,127841
80,_oam_dma_flush,1,232,232,127841
80,_ags_flush,1,96,96,127841
80,_ags_prearm,1,40,40,127841
80,DriveAudio,1,8,8,127841
80,_tick,1,127841,127841,127841
81,VBlankISR,1,96,96,127841
81,IsrNmi,1,1056,1056,127841
81,UpdateMode,1,264,264,127841
81,TransferCurTileBuf,1,120,120,127841
81,music_tick,1,232,232,127841
81,UpdatePlayer,1,320,320,127841
81,UpdateObject,2,2368,1184,127841
81,CheckMonsterCollisions,2,656,328,127841
81,MoveObject,2,368,184,127841
81,Walker_Move,2,1840,920,127841
81,Walker_CheckTileCollision,2,848,424,127841
81,UpdateMoblin,2,1040,520,127841
81,AnimateAndDrawObjectWalking,2,2160,1080,127841
81,GetCollidableTile,1,1080,1080,127841
81,_oam_dma_flush,1,232,232,127841
81,_ags_flush,1,96,96,127841
81,_ags_prearm,1,40,40,127841
81,DriveAudio,1,8,8,127841
81,_tick,1,127841,127841,127841
82,VBlankISR,1,96,96,255682
82,IsrNmi,1,1056,1056,255682
82,UpdateMode,1,264,264,255682
82,TransferCurTileBuf,1,120,120,255682
82,music_tick,1,232,232,255682
82,UpdatePlayer,1,320,320,255682
82,UpdateObject,16,18944,1184,255682
82,CheckMonsterCollisions,8,2624,328,255682
82,MoveObject,18,3312,184,255682
82,Walker_Move,10,9200,920,255682
82,Walker_CheckTileCollision,10,4240,424,255682
82,UpdateMoblin,8,4160,520,255682
82,UpdateArrowOrBoomerang,10,10000,1000,255682
82,AnimateAndDrawObjectWalking,8,8640,1080,255682
82,GetCollidableTile,4,4320,1080,255682
82,_oam_dma_flush,1,232,232,255682
82,_ags_flush,1,96,96,255682
82,_ags_prearm,1,40,40,255682
82,DriveAudio,1,8,8,255682
82,_tick,2,255682,255682,255682
83,VBlankISR,1,96,96,127841
83,IsrNmi,1,1056,1056,127841
83,UpdateMode,1,264,264,127841
83,TransferCurTileBuf,1,120,120,127841
83,music_tick,1,232,232,127841
83,UpdatePlayer,1,320,320,127841
83,UpdateObject,5,5920,1184,127841
83,MoveObject,5,920,184,127841
83,Walker_Move,1,920,920,127841
83,Walker_CheckTileCollision,1,424,424,127841
83,UpdateArrowOrBoomerang,5,5000,1000,127841
83,GetCollidableTile,1,1080,1080,127841
83,_oam_dma_flush,1,232,232,127841
83,_ags_flush,1,96,96,127841
83,_ags_prearm,1,40,40,127841
83,DriveAudio,1,8,8,127841
83,_tick,1,127841,127841,127841
84,VBlankISR,1,96,96,127841
84,IsrNmi,1,1056,1056,127841
84,UpdateMode,1,264,264,127841
84,TransferCurTileBuf,1,120,120,127841
84,music_tick,1,232,232,127841
84,UpdatePlayer,1,320,320,127841
84,UpdateObject,3,3552,1184,127841
84,CheckMonsterCollisions,4,1312,328,127841
84,MoveObject,4,736,184,127841
84,Walker_Move,5,4600,920,127841
84,Walker_CheckTileCollision,5,2120,424,127841
84,UpdateMoblin,4,2080,520,127841
84,AnimateAndDrawObjectWalking,4,4320,1080,127841
84,GetCollidableTile,1,1080,1080,127841
84,_oam_dma_flush,1,232,232,127841
84,_ags_flush,1,96,96,127841
84,_ags_prearm,1,40,40,127841
84,DriveAudio,1,8,8,127841
84,_tick,1,127841,127841,127841
85,VBlankISR,1,96,96,255682
85,IsrNmi,1,1056,1056,255682
85,UpdateMode,1,264,264,255682
85,TransferCurTileBuf,1,120,120,255682
85,music_tick,1,232,232,255682
85,UpdatePlayer,1,320,320,255682
85,UpdateObject,16,18944,1184,255682
85,CheckMonsterCollisions,7,2296,328,255682
85,MoveObject,17,3128,184,255682
85,Walker_Move,9,8280,920,255682
85,Walker_CheckTileCollision,8,3392,424,255682
85,UpdateMoblin,8,4160,520,255682
85,UpdateArrowOrBoomerang,10,10000,1000,255682
85,AnimateAndDrawObjectWalking,7,7560,1080,255682
85,GetCollidableTile,3,3240,1080,255682
85,_oam_dma_flush,1,232,232,255682
85,_ags_flush,1,96,96,255682
85,_ags_prearm,1,40,40,255682
85,DriveAudio,1,8,8,255682
85,_tick,2,255682,255682,255682
86,VBlankISR,1,96,96,127841
86,IsrNmi,1,1056,1056,127841
86,UpdateMode,1,264,264,127841
86,TransferCurTileBuf,1,120,120,127841
86,music_tick,1,232,232,127841
86,UpdatePlayer,1,320,320,127841
86,UpdateObject,3,3552,1184,127841
86,CheckMonsterCollisions,1,328,328,127841
86,MoveObject,5,920,184,127841
86,Walker_Move,1,920,920,127841
86,Walker_CheckTileCollision,2,848,424,127841
86,UpdateArrowOrBoomerang,4,4000,1000,127841
86,AnimateAndDrawObjectWalking,1,1080,1080,127841
86,GetCollidableTile,2,2160,1080,127841
86,_oam_dma_flush,1,232,232,127841
86,_ags_flush,1,96,96,127841
86,_ags_prearm,1,40,40,127841
86,DriveAudio,1,8,8,127841
86,_tick,1,127841,127841,127841
87,VBlankISR,2,192,96,255682
87,IsrNmi,1,1056,1056,255682
87,UpdateMode,1,264,264,255682
87,TransferCurTileBuf,1,120,120,255682
87,music_tick,2,464,232,255682
87,UpdatePlayer,1,320,320,255682
87,UpdateObject,13,15392,1184,255682
87,CheckMonsterCollisions,8,2624,328,255682
87,MoveObject,14,2576,184,255682
87,Walker_Move,9,8280,920,255682
87,Walker_CheckTileCollision,9,3816,424,255682
87,UpdateMoblin,8,4160,520,255682
87,UpdateArrowOrBoomerang,6,6000,1000,255682
87,AnimateAndDrawObjectWalking,8,8640,1080,255682
87,GetCollidableTile,3,3240,1080,255682
87,_oam_dma_flush,2,464,232,255682
87,_ags_flush,2,192,96,255682
87,_ags_prearm,1,40,40,255682
87,DriveAudio,1,8,8,255682
87,_tick,2,255682,255682,255682
88,IsrNmi,1,1056,1056,127841
88,UpdateMode,1,264,264,127841
88,TransferCurTileBuf,1,120,120,127841
88,UpdatePlayer,1,320,320,127841
88,UpdateObject,8,9472,1184,127841
88,CheckMonsterCollisions,3,984,328,127841
88,MoveObject,8,1472,184,127841
88,Walker_Move,4,3680,920,127841
88,Walker_CheckTileCollision,4,1696,424,127841
88,UpdateMoblin,3,1560,520,127841
88,UpdateArrowOrBoomerang,5,5000,1000,127841
88,AnimateAndDrawObjectWalking,3,3240,1080,127841
88,GetCollidableTile,1,1080,1080,127841
88,_ags_prearm,1,40,40,127841
88,DriveAudio,1,8,8,127841
88,_tick,1,127841,127841,127841
89,VBlankISR,1,96,96,127841
89,IsrNmi,1,1056,1056,127841
89,UpdateMode,1,264,264,127841
89,TransferCurTileBuf,1,120,120,127841
89,music_tick,1,232,232,127841
89,UpdatePlayer,1,320,320,127841
89,CheckMonsterCollisions,1,328,328,127841
89,MoveObject,2,368,184,127841
89,Walker_Move,2,1840,920,127841
89,Walker_CheckTileCollision,2,848,424,127841
89,UpdateMoblin,1,520,520,127841
89,UpdateArrowOrBoomerang,1,1000,1000,127841
89,AnimateAndDrawObjectWalking,1,1080,1080,127841
89,GetCollidableTile,2,2160,1080,127841
89,_oam_dma_flush,1,232,232,127841
89,_ags_flush,1,96,96,127841
89,_ags_prearm,1,40,40,127841
89,DriveAudio,1,8,8,127841
89,_tick,1,127841,127841,127841
90,VBlankISR,1,96,96,255682
90,IsrNmi,1,1056,1056,255682
90,UpdateMode,1,264,264,255682
90,TransferCurTileBuf,1,120,120,255682
90,music_tick,2,464,232,255682
90,UpdatePlayer,1,320,320,255682
90,UpdateObject,16,18944,1184,255682
90,CheckMonsterCollisions,8,2624,328,255682
90,MoveObject,17,3128,184,255682
90,Walker_Move,9,8280,920,255682
90,Walker_CheckTileCollision,9,3816,424,255682
90,UpdateMoblin,8,4160,520,255682
90,UpdateArrowOrBoomerang,9,9000,1000,255682
90,AnimateAndDrawObjectWalking,8,8640,1080,255682
90,GetCollidableTile,3,3240,1080,255682
90,_oam_dma_flush,1,232,232,255682
90,_ags_flush,2,192,96,255682
90,_ags_prearm,1,40,40,255682
90,DriveAudio,1,8,8,255682
90,_tick,2,255682,255682,255682
91,VBlankISR,1,96,96,127841
91,IsrNmi,1,1056,1056,127841
91,UpdateMode,1,264,264,127841
91,TransferCurTileBuf,1,120,120,127841
91,UpdatePlayer,1,320,320,127841
91,UpdateObject,6,7104,1184,127841
91,CheckMonsterCollisions,1,328,328,127841
91,MoveObject,7,1288,184,127841
91,Walker_Move,3,2760,920,127841
91,Walker_CheckTileCollision,3,1272,424,127841
91,UpdateMoblin,2,1040,520,127841
91,UpdateArrowOrBoomerang,5,5000,1000,127841
91,AnimateAndDrawObjectWalking,1,1080,1080,127841
91,GetCollidableTile,1,1080,1080,127841
91,_oam_dma_flush,1,232,232,127841
91,_ags_prearm,1,40,40,127841
91,DriveAudio,1,8,8,127841
91,_tick,1,127841,127841,127841
92,VBlankISR,1,96,96,127841
92,IsrNmi,1,1056,1056,127841
92,UpdateMode,1,264,264,127841
92,TransferCurTileBuf,1,120,120,127841
92,music_tick,1,232,232,127841
92,UpdatePlayer,1,320,320,127841
92,UpdateObject,3,3552,1184,127841
92,CheckMonsterCollisions,3,984,328,127841
92,MoveObject,4,736,184,127841
92,Walker_Move,3,2760,920,127841
92,Walker_CheckTileCollision,3,1272,424,127841
92,UpdateMoblin,2,1040,520,127841
92,UpdateArrowOrBoomerang,2,2000,1000,127841
92,AnimateAndDrawObjectWalking,3,3240,1080,127841
92,GetCollidableTile,2,2160,1080,127841
92,_oam_dma_flush,1,232,232,127841
92,_ags_flush,1,96,96,127841
92,_ags_prearm,1,40,40,127841
92,DriveAudio,1,8,8,127841
92,_tick,1,127841,127841,127841
93,VBlankISR,1,96,96,255682
93,IsrNmi,1,1056,1056,255682
93,UpdateMode,1,264,264,255682
93,TransferCurTileBuf,1,120,120,255682
93,music_tick,1,232,232,255682
93,UpdatePlayer,1,320,320,255682
93,UpdateObject,15,17760,1184,255682
93,CheckMonsterCollisions,8,2624,328,255682
93,MoveObject,16,2944,184,255682
93,Walker_Move,9,8280,920,255682
93,Walker_CheckTileCollision,9,3816,424,255682
93,UpdateMoblin,8,4160,520,255682
93,UpdateArrowOrBoomerang,8,8000,1000,255682
93,AnimateAndDrawObjectWalking,8,8640,1080,255682
93,GetCollidableTile,3,3240,1080,255682
93,_oam_dma_flush,1,232,232,255682
93,_ags_flush,1,96,96,255682
93,_ags_prearm,1,40,40,255682
93,DriveAudio,1,8,8,255682
93,_tick,2,255682,255682,255682
94,VBlankISR,1,96,96,127841
94,IsrNmi,1,1056,1056,127841
94,UpdateMode,1,264,264,127841
94,TransferCurTileBuf,1,120,120,127841
94,music_tick,1,232,232,127841
94,UpdatePlayer,1,320,320,127841
94,UpdateObject,7,8288,1184,127841
94,CheckMonsterCollisions,2,656,328,127841
94,MoveObject,6,1104,184,127841
94,Walker_Move,4,3680,920,127841
94,Walker_CheckTileCollision,3,1272,424,127841
94,UpdateMoblin,3,1560,520,127841
94,UpdateArrowOrBoomerang,5,5000,1000,127841
94,AnimateAndDrawObjectWalking,2,2160,1080,127841
94,GetCollidableTile,1,1080,1080,127841
94,_oam_dma_flush,1,232,232,127841
94,_ags_flush,1,96,96,127841
94,_ags_prearm,1,40,40,127841
94,DriveAudio,1,8,8,127841
94,_tick,1,127841,127841,127841
95,VBlankISR,1,96,96,127841
95,IsrNmi,1,1056,1056,127841
95,UpdateMode,1,264,264,127841
95,TransferCurTileBuf,1,120,120,127841
95,music_tick,1,232,232,127841
95,UpdatePlayer,1,320,320,127841
95,UpdateObject,1,1184,1184,127841
95,CheckMonsterCollisions,2,656,328,127841
95,MoveObject,2,368,184,127841
95,Walker_Move,2,1840,920,127841
95,Walker_CheckTileCollision,3,1272,424,127841
95,UpdateMoblin,1,520,520,127841
95,AnimateAndDrawObjectWalking,2,2160,1080,127841
95,GetCollidableTile,1,1080,1080,127841
95,_oam_dma_flush,1,232,232,127841
95,_ags_flush,1,96,96,127841
95,_ags_prearm,1,40,40,127841
95,DriveAudio,1,8,8,127841
95,_tick,1,127841,127841,127841
96,VBlankISR,1,96,96,255682
96,IsrNmi,1,1056,1056,255682
96,UpdateMode,1,264,264,255682
96,TransferCurTileBuf,1,120,120,255682
96,music_tick,2,464,232,255682
96,UpdatePlayer,1,320,320,255682
96,UpdateObject,16,18944,1184,255682
96,CheckMonsterCollisions,8,2624,328,255682
96,MoveObject,16,2944,184,255682
96,Walker_Move,9,8280,920,255682
96,Walker_CheckTileCollision,9,3816,424,255682
96,UpdateMoblin,8,4160,520,255682
96,UpdateArrowOrBoomerang,10,10000,1000,255682
96,AnimateAndDrawObjectWalking,8,8640,1080,255682
96,GetCollidableTile,4,4320,1080,255682
96,_oam_dma_flush,1,232,232,255682
96,_ags_flush,1,96,96,255682
96,_ags_prearm,1,40,40,255682
96,DriveAudio,1,8,8,255682
96,_tick,2,255682,255682,255682
97,VBlankISR,1,96,96,127841
97,IsrNmi,1,1056,1056,127841
97,UpdateMode,1,264,264,127841
97,TransferCurTileBuf,1,120,120,127841
97,UpdatePlayer,1,320,320,127841
97,UpdateObject,6,7104,1184,127841
97,CheckMonsterCollisions,2,656,328,127841
97,MoveObject,6,1104,184,127841
97,Walker_Move,3,2760,920,127841
97,Walker_CheckTileCollision,3,1272,424,127841
97,UpdateMoblin,2,1040,520,127841
97,UpdateArrowOrBoomerang,5,5000,1000,127841
97,AnimateAndDrawObjectWalking,2,2160,1080,127841
97,GetCollidableTile,1,1080,1080,127841
97,_oam_dma_flush,1,232,232,127841
97,_ags_flush,1,96,96,127841
97,_ags_prearm,1,40,40,127841
97,DriveAudio,1,8,8,127841
97,_tick,1,127841,127841,127841
98,VBlankISR,1,96,96,127841
98,IsrNmi,1,1056,1056,127841
98,UpdateMode,1,264,264,127841
98,TransferCurTileBuf,1,120,120,127841
98,music_tick,1,232,232,127841
98,UpdatePlayer,1,320,320,127841
98,UpdateObject,3,3552,1184,127841
98,CheckMonsterCollisions,2,656,328,127841
98,MoveObject,4,736,184,127841
98,Walker_Move,3,2760,920,127841
98,Walker_CheckTileCollision,3,1272,424,127841
98,UpdateMoblin,2,1040,520,127841
98,UpdateArrowOrBoomerang,2,2000,1000,127841
98,AnimateAndDrawObjectWalking,2,2160,1080,127841
98,GetCollidableTile,2,2160,1080,127841
98,_oam_dma_flush,1,232,232,127841
98,_ags_flush,1,96,96,127841
98,_ags_prearm,1,40,40,127841
98,DriveAudio,1,8,8,127841
98,_tick,1,127841,127841,127841
99,VBlankISR,2,192,96,255682
99,IsrNmi,1,1056,1056,255682
99,UpdateMode,1,264,264,255682
99,TransferCurTileBuf,1,120,120,255682
99,music_tick,2,464,232,255682
99,UpdatePlayer,1,320,320,255682
99,UpdateObject,13,15392,1184,255682
99,CheckMonsterCollisions,8,2624,328,255682
99,MoveObject,14,2576,184,255682
99,Walker_Move,9,8280,920,255682
99,Walker_CheckTileCollision,9,3816,424,255682
99,UpdateMoblin,8,4160,520,255682
99,UpdateArrowOrBoomerang,6,6000,1000,255682
99,AnimateAndDrawObjectWalking,8,8640,1080,255682
99,GetCollidableTile,1,1080,1080,255682
99,_oam_dma_flush,2,464,232,255682
99,_ags_flush,2,192,96,255682
99,_ags_prearm,1,40,40,255682
99,DriveAudio,1,8,8,255682
99,_tick,2,255682,255682,255682
100,IsrNmi,1,1056,1056,127841
100,UpdateMode,1,264,264,127841
100,TransferCurTileBuf,1,120,120,127841
100,UpdatePlayer,1,320,320,127841
100,UpdateObject,7,8288,1184,127841
100,CheckMonsterCollisions,4,1312,328,127841
100,MoveObject,8,1472,184,127841
100,Walker_Move,5,4600,920,127841
100,Walker_CheckTileCollision,5,2120,424,127841
100,UpdateMoblin,4,2080,520,127841
100,UpdateArrowOrBoomerang,4,4000,1000,127841
100,AnimateAndDrawObjectWalking,4,4320,1080,127841
100,GetCollidableTile,1,1080,1080,127841
100,_ags_prearm,1,40,40,127841
100,DriveAudio,1,8,8,127841
100,_tick,1,127841,127841,127841
101,VBlankISR,1,96,96,127841
101,IsrNmi,1,1056,1056,127841
101,UpdateMode,1,264,264,127841
101,TransferCurTileBuf,1,120,120,127841
101,music_tick,1,232,232,127841
101,UpdatePlayer,1,320,320,127841
101,UpdateObject,2,2368,1184,127841
101,MoveObject,3,552,184,127841
101,Walker_Move,1,920,920,127841
101,Walker_CheckTileCollision,1,424,424,127841
101,UpdateArrowOrBoomerang,3,3000,1000,127841
101,GetCollidableTile,1,1080,1080,127841
101,_oam_dma_flush,1,232,232,127841
101,_ags_flush,1,96,96,127841
101,_ags_prearm,1,40,40,127841
101,DriveAudio,1,8,8,127841
101,_tick,1,127841,127841,127841
102,VBlankISR,1,96,96,127841
102,IsrNmi,1,1056,1056,127841
102,UpdateMode,1,264,264,127841
102,TransferCurTileBuf,1,120,120,127841
102,music_tick,1,232,232,127841
102,UpdateObject,5,5920,1184,127841
102,CheckMonsterCollisions,4,1312,328,127841
102,MoveObject,5,920,184,127841
102,Walker_Move,4,3680,920,127841
102,Walker_CheckTileCollision,4,1696,424,127841
102,UpdateMoblin,4,2080,520,127841
102,UpdateArrowOrBoomerang,1,1000,1000,127841
102,AnimateAndDrawObjectWalking,4,4320,1080,127841
102,_oam_dma_flush,1,232,232,127841
102,_ags_flush,1,96,96,127841
102,_ags_prearm,1,40,40,127841
102,DriveAudio,1,8,8,127841
102,_tick,1,127841,127841,127841
103,VBlankISR,1,96,96,255682
103,IsrNmi,1,1056,1056,255682
103,UpdateMode,1,264,264,255682
103,TransferCurTileBuf,1,120,120,255682
103,music_tick,1,232,232,255682
103,UpdatePlayer,2,640,320,255682
103,UpdateObject,14,16576,1184,255682
103,CheckMonsterCollisions,8,2624,328,255682
103,MoveObject,16,2944,184,255682
103,Walker_Move,10,9200,920,255682
103,Walker_CheckTileCollision,10,4240,424,255682
103,UpdateMoblin,8,4160,520,255682
103,UpdateArrowOrBoomerang,8,8000,1000,255682
103,AnimateAndDrawObjectWalking,8,8640,1080,255682
103,GetCollidableTile,2,2160,1080,255682
103,_oam_dma_flush,1,232,232,255682
103,_ags_flush,1,96,96,255682
103,_ags_prearm,1,40,40,255682
103,DriveAudio,1,8,8,255682
103,_tick,2,255682,255682,255682
104,VBlankISR,1,96,96,127841
104,IsrNmi,1,1056,1056,127841
104,UpdateMode,1,264,264,127841
104,TransferCurTileBuf,1,120,120,127841
104,music_tick,1,232,232,127841
104,UpdatePlayer,1,320,320,127841
104,UpdateObject,6,7104,1184,127841
104,CheckMonsterCollisions,2,656,328,127841
104,MoveObject,6,1104,184,127841
104,Walker_Move,3,2760,920,127841
104,Walker_CheckTileCollision,3,1272,424,127841
104,UpdateMoblin,2,1040,520,127841
104,UpdateArrowOrBoomerang,4,4000,1000,127841
104,AnimateAndDrawObjectWalking,2,2160,1080,127841
104,GetCollidableTile,1,1080,1080,127841
104,_oam_dma_flush,1,232,232,127841
104,_ags_flush,1,96,96,127841
104,_ags_prearm,1,40,40,127841
104,DriveAudio,1,8,8,127841
104,_tick,1,127841,127841,127841
105,VBlankISR,1,96,96,127841
105,IsrNmi,1,1056,1056,127841
105,UpdateMode,1,264,264,127841
105,TransferCurTileBuf,1,120,120,127841
105,music_tick,1,232,232,127841
105,UpdatePlayer,1,320,320,127841
105,UpdateObject,1,1184,1184,127841
105,CheckMonsterCollisions,2,656,328,127841
105,MoveObject,2,368,184,127841
105,Walker_Move,3,2760,920,127841
105,Walker_CheckTileCollision,3,1272,424,127841
105,UpdateMoblin,2,1040,520,127841
105,AnimateAndDrawObjectWalking,2,2160,1080,127841
105,_oam_dma_flush,1,232,232,127841
105,_ags_flush,1,96,96,127841
105,_ags_prearm,1,40,40,127841
105,DriveAudio,1,8,8,127841
105,_tick,1,127841,127841,127841
106,VBlankISR,2,192,96,255682
106,IsrNmi,1,1056,1056,255682
106,UpdateMode,1,264,264,255682
106,TransferCurTileBuf,1,120,120,255682
106,music_tick,2,464,232,255682
106,UpdatePlayer,1,320,320,255682
106,UpdateObject,14,16576,1184,255682
106,CheckMonsterCollisions,8,2624,328,255682
106,MoveObject,16,2944,184,255682
106,Walker_Move,9,8280,920,255682
106,Walker_CheckTileCollision,9,3816,424,255682
106,UpdateMoblin,8,4160,520,255682
106,UpdateArrowOrBoomerang,8,8000,1000,255682
106,AnimateAndDrawObjectWalking,8,8640,1080,255682
106,GetCollidableTile,2,2160,1080,255682
106,_oam_dma_flush,2,464,232,255682
106,_ags_flush,2,192,96,255682
106,_ags_prearm,1,40,40,255682
106,DriveAudio,1,8,8,255682
106,_tick,2,255682,255682,255682
107,IsrNmi,1,1056,1056,127841
107,UpdateMode,1,264,264,127841
107,TransferCurTileBuf,1,120,120,127841
107,UpdatePlayer,1,320,320,127841
107,UpdateObject,6,7104,1184,127841
107,CheckMonsterCollisions,2,656,328,127841
107,MoveObject,6,1104,184,127841
107,Walker_Move,4,3680,920,127841
107,Walker_CheckTileCollision,3,1272,424,127841
107,UpdateMoblin,3,1560,520,127841
107,UpdateArrowOrBoomerang,4,4000,1000,127841
107,AnimateAndDrawObjectWalking,2,2160,1080,127841
107,GetCollidableTile,1,1080,1080,127841
107,_ags_prearm,1,40,40,127841
107,DriveAudio,1,8,8,127841
107,_tick,1,127841,127841,127841
108,VBlankISR,1,96,96,127841
108,IsrNmi,1,1056,1056,127841
108,UpdateMode,1,264,264,127841
108,TransferCurTileBuf,1,120,120,127841
108,music_tick,1,232,232,127841
108,UpdatePlayer,1,320,320,127841
108,UpdateObject,4,4736,1184,127841
108,CheckMonsterCollisions,2,656,328,127841
108,MoveObject,5,920,184,127841
108,Walker_Move,2,1840,920,127841
108,Walker_CheckTileCollision,3,1272,424,127841
108,UpdateMoblin,1,520,520,127841
108,UpdateArrowOrBoomerang,3,3000,1000,127841
108,AnimateAndDrawObjectWalking,2,2160,1080,127841
108,GetCollidableTile,1,1080,1080,127841
108,_oam_dma_flush,1,232,232,127841
108,_ags_flush,1,96,96,127841
108,_ags_prearm,1,40,40,127841
108,DriveAudio,1,8,8,127841
108,_tick,1,127841,127841,127841
109,VBlankISR,2,192,96,255682
109,IsrNmi,1,1056,1056,255682
109,UpdateMode,1,264,264,255682
109,TransferCurTileBuf,1,120,120,255682
109,music_tick,2,464,232,255682
109,UpdatePlayer,1,320,320,255682
109,UpdateObject,11,13024,1184,255682
109,CheckMonsterCollisions,8,2624,328,255682
109,MoveObject,13,2392,184,255682
109,Walker_Move,9,8280,920,255682
109,Walker_CheckTileCollision,9,3816,424,255682
109,UpdateMoblin,8,4160,520,255682
109,UpdateArrowOrBoomerang,5,5000,1000,255682
109,AnimateAndDrawObjectWalking,8,8640,1080,255682
109,TryNextDir,1,48,48,255682
109,GetCollidableTile,4,4320,1080,255682
109,_oam_dma_flush,2,464,232,255682
109,_ags_flush,2,192,96,255682
109,_ags_prearm,1,40,40,255682
109,DriveAudio,1,8,8,255682
109,_tick,2,255682,255682,255682
110,IsrNmi,1,1056,1056,127841
110,UpdateMode,1,264,264,127841
110,TransferCurTileBuf,1,120,120,127841
110,UpdatePlayer,1,320,320,127841
110,UpdateObject,8,9472,1184,127841
110,CheckMonsterCollisions,3,984,328,127841
110,MoveObject,7,1288,184,127841
110,Walker_Move,5,4600,920,127841
110,Walker_CheckTileCollision,4,1696,424,127841
110,UpdateMoblin,4,2080,520,127841
110,UpdateArrowOrBoomerang,4,4000,1000,127841
110,AnimateAndDrawObjectWalking,3,3240,1080,127841
110,GetCollidableTile,2,2160,1080,127841
