# label=nes system=NES start=850 end=3000
# frame,gameMode,phase,subphase,curVScroll,curHScroll,ppuCtrl,switchReq,vsram0,ppuScrlX,ppuScrlY,demoLineTextIndex,demoNTWraps,lineCounter,lineAttrIndex,lineDstLo,lineDstHi,attrDstLo,attrDstHi,phase0Cycle,phase0Timer,transferBufSel,demoBusy,vsAddrHi58,vsAddrLoE2,sprite0Act,vsram40
1916,00,01,02,74,00,B0,00,FFFF,FF,FF,03,00,6C,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1917,00,01,02,75,00,B0,00,FFFF,FF,FF,03,00,6D,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1918,00,01,02,75,00,B0,00,FFFF,FF,FF,03,00,6D,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1919,00,01,02,76,00,B0,00,FFFF,FF,FF,03,00,6E,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1920,00,01,02,76,00,B0,00,FFFF,FF,FF,03,00,6E,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1921,00,01,02,77,00,B0,00,FFFF,FF,FF,03,00,6F,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1922,00,01,02,77,00,B0,00,FFFF,FF,FF,03,00,6F,0D,A0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1923,00,01,02,78,00,B0,00,FFFF,FF,FF,03,00,70,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1924,00,01,02,78,00,B0,00,FFFF,FF,FF,03,00,70,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1925,00,01,02,79,00,B0,00,FFFF,FF,FF,03,00,71,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1926,00,01,02,79,00,B0,00,FFFF,FF,FF,03,00,71,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1927,00,01,02,7A,00,B0,00,FFFF,FF,FF,03,00,72,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1928,00,01,02,7A,00,B0,00,FFFF,FF,FF,03,00,72,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1929,00,01,02,7B,00,B0,00,FFFF,FF,FF,03,00,73,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1930,00,01,02,7B,00,B0,00,FFFF,FF,FF,03,00,73,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1931,00,01,02,7C,00,B0,00,FFFF,FF,FF,03,00,74,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1932,00,01,02,7C,00,B0,00,FFFF,FF,FF,03,00,74,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1933,00,01,02,7D,00,B0,00,FFFF,FF,FF,03,00,75,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1934,00,01,02,7D,00,B0,00,FFFF,FF,FF,03,00,75,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1935,00,01,02,7E,00,B0,00,FFFF,FF,FF,03,00,76,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1936,00,01,02,7E,00,B0,00,FFFF,FF,FF,03,00,76,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1937,00,01,02,7F,00,B0,00,FFFF,FF,FF,03,00,77,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1938,00,01,02,7F,00,B0,00,FFFF,FF,FF,03,00,77,0E,C0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1939,00,01,02,80,00,B0,00,FFFF,FF,FF,03,00,78,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1940,00,01,02,80,00,B0,00,FFFF,FF,FF,03,00,78,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1941,00,01,02,81,00,B0,00,FFFF,FF,FF,03,00,79,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1942,00,01,02,81,00,B0,00,FFFF,FF,FF,03,00,79,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1943,00,01,02,82,00,B0,00,FFFF,FF,FF,03,00,7A,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1944,00,01,02,82,00,B0,00,FFFF,FF,FF,03,00,7A,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1945,00,01,02,83,00,B0,00,FFFF,FF,FF,03,00,7B,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1946,00,01,02,83,00,B0,00,FFFF,FF,FF,03,00,7B,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1947,00,01,02,84,00,B0,00,FFFF,FF,FF,03,00,7C,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1948,00,01,02,84,00,B0,00,FFFF,FF,FF,03,00,7C,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1949,00,01,02,85,00,B0,00,FFFF,FF,FF,03,00,7D,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1950,00,01,02,85,00,B0,00,FFFF,FF,FF,03,00,7D,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1951,00,01,02,86,00,B0,00,FFFF,FF,FF,03,00,7E,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1952,00,01,02,86,00,B0,00,FFFF,FF,FF,03,00,7E,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1953,00,01,02,87,00,B0,00,FFFF,FF,FF,03,00,7F,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1954,00,01,02,87,00,B0,00,FFFF,FF,FF,03,00,7F,0F,E0,2A,F0,2B,00,00,00,01,00,00,00,FFFF
1955,00,01,02,88,00,B0,00,FFFF,FF,FF,03,00,80,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1956,00,01,02,88,00,B0,00,FFFF,FF,FF,03,00,80,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1957,00,01,02,89,00,B0,00,FFFF,FF,FF,03,00,81,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1958,00,01,02,89,00,B0,00,FFFF,FF,FF,03,00,81,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1959,00,01,02,8A,00,B0,00,FFFF,FF,FF,03,00,82,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1960,00,01,02,8A,00,B0,00,FFFF,FF,FF,03,00,82,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1961,00,01,02,8B,00,B0,00,FFFF,FF,FF,03,00,83,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1962,00,01,02,8B,00,B0,00,FFFF,FF,FF,03,00,83,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1963,00,01,02,8C,00,B0,00,FFFF,FF,FF,03,00,84,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1964,00,01,02,8C,00,B0,00,FFFF,FF,FF,03,00,84,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1965,00,01,02,8D,00,B0,00,FFFF,FF,FF,03,00,85,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1966,00,01,02,8D,00,B0,00,FFFF,FF,FF,03,00,85,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1967,00,01,02,8E,00,B0,00,FFFF,FF,FF,03,00,86,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1968,00,01,02,8E,00,B0,00,FFFF,FF,FF,03,00,86,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1969,00,01,02,8F,00,B0,00,FFFF,FF,FF,03,00,87,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1970,00,01,02,8F,00,B0,00,FFFF,FF,FF,03,00,87,10,00,2B,F0,2B,00,00,00,01,00,00,00,FFFF
1971,00,01,02,90,00,B0,00,FFFF,FF,FF,03,00,88,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1972,00,01,02,90,00,B0,00,FFFF,FF,FF,03,00,88,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1973,00,01,02,91,00,B0,00,FFFF,FF,FF,03,00,89,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1974,00,01,02,91,00,B0,00,FFFF,FF,FF,03,00,89,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1975,00,01,02,92,00,B0,00,FFFF,FF,FF,03,00,8A,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1976,00,01,02,92,00,B0,00,FFFF,FF,FF,03,00,8A,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1977,00,01,02,93,00,B0,00,FFFF,FF,FF,03,00,8B,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1978,00,01,02,93,00,B0,00,FFFF,FF,FF,03,00,8B,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1979,00,01,02,94,00,B0,00,FFFF,FF,FF,03,00,8C,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1980,00,01,02,94,00,B0,00,FFFF,FF,FF,03,00,8C,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1981,00,01,02,95,00,B0,00,FFFF,FF,FF,03,00,8D,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1982,00,01,02,95,00,B0,00,FFFF,FF,FF,03,00,8D,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1983,00,01,02,96,00,B0,00,FFFF,FF,FF,03,00,8E,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1984,00,01,02,96,00,B0,00,FFFF,FF,FF,03,00,8E,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1985,00,01,02,97,00,B0,00,FFFF,FF,FF,03,00,8F,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1986,00,01,02,97,00,B0,00,FFFF,FF,FF,03,00,8F,11,20,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1987,00,01,02,98,00,B0,00,FFFF,FF,FF,04,00,90,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1988,00,01,02,98,00,B0,00,FFFF,FF,FF,04,00,90,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1989,00,01,02,99,00,B0,00,FFFF,FF,FF,04,00,91,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1990,00,01,02,99,00,B0,00,FFFF,FF,FF,04,00,91,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1991,00,01,02,9A,00,B0,00,FFFF,FF,FF,04,00,92,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1992,00,01,02,9A,00,B0,00,FFFF,FF,FF,04,00,92,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1993,00,01,02,9B,00,B0,00,FFFF,FF,FF,04,00,93,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1994,00,01,02,9B,00,B0,00,FFFF,FF,FF,04,00,93,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1995,00,01,02,9C,00,B0,00,FFFF,FF,FF,04,00,94,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1996,00,01,02,9C,00,B0,00,FFFF,FF,FF,04,00,94,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1997,00,01,02,9D,00,B0,00,FFFF,FF,FF,04,00,95,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1998,00,01,02,9D,00,B0,00,FFFF,FF,FF,04,00,95,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
1999,00,01,02,9E,00,B0,00,FFFF,FF,FF,04,00,96,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2000,00,01,02,9E,00,B0,00,FFFF,FF,FF,04,00,96,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2001,00,01,02,9F,00,B0,00,FFFF,FF,FF,04,00,97,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2002,00,01,02,9F,00,B0,00,FFFF,FF,FF,04,00,97,12,40,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2003,00,01,02,A0,00,B0,00,FFFF,FF,FF,04,00,98,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2004,00,01,02,A0,00,B0,00,FFFF,FF,FF,04,00,98,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2005,00,01,02,A1,00,B0,00,FFFF,FF,FF,04,00,99,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2006,00,01,02,A1,00,B0,00,FFFF,FF,FF,04,00,99,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2007,00,01,02,A2,00,B0,00,FFFF,FF,FF,04,00,9A,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2008,00,01,02,A2,00,B0,00,FFFF,FF,FF,04,00,9A,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2009,00,01,02,A3,00,B0,00,FFFF,FF,FF,04,00,9B,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2010,00,01,02,A3,00,B0,00,FFFF,FF,FF,04,00,9B,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2011,00,01,02,A4,00,B0,00,FFFF,FF,FF,04,00,9C,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2012,00,01,02,A4,00,B0,00,FFFF,FF,FF,04,00,9C,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2013,00,01,02,A5,00,B0,00,FFFF,FF,FF,04,00,9D,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2014,00,01,02,A5,00,B0,00,FFFF,FF,FF,04,00,9D,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2015,00,01,02,A6,00,B0,00,FFFF,FF,FF,04,00,9E,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2016,00,01,02,A6,00,B0,00,FFFF,FF,FF,04,00,9E,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2017,00,01,02,A7,00,B0,00,FFFF,FF,FF,04,00,9F,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2018,00,01,02,A7,00,B0,00,FFFF,FF,FF,04,00,9F,13,60,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2019,00,01,02,A8,00,B0,00,FFFF,FF,FF,04,00,A0,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2020,00,01,02,A8,00,B0,00,FFFF,FF,FF,04,00,A0,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2021,00,01,02,A9,00,B0,00,FFFF,FF,FF,04,00,A1,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2022,00,01,02,A9,00,B0,00,FFFF,FF,FF,04,00,A1,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2023,00,01,02,AA,00,B0,00,FFFF,FF,FF,04,00,A2,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2024,00,01,02,AA,00,B0,00,FFFF,FF,FF,04,00,A2,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2025,00,01,02,AB,00,B0,00,FFFF,FF,FF,04,00,A3,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2026,00,01,02,AB,00,B0,00,FFFF,FF,FF,04,00,A3,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2027,00,01,02,AC,00,B0,00,FFFF,FF,FF,04,00,A4,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2028,00,01,02,AC,00,B0,00,FFFF,FF,FF,04,00,A4,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2029,00,01,02,AD,00,B0,00,FFFF,FF,FF,04,00,A5,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2030,00,01,02,AD,00,B0,00,FFFF,FF,FF,04,00,A5,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2031,00,01,02,AE,00,B0,00,FFFF,FF,FF,04,00,A6,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2032,00,01,02,AE,00,B0,00,FFFF,FF,FF,04,00,A6,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2033,00,01,02,AF,00,B0,00,FFFF,FF,FF,04,00,A7,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2034,00,01,02,AF,00,B0,00,FFFF,FF,FF,04,00,A7,14,80,2B,F8,2B,00,00,00,01,00,00,00,FFFF
2035,00,01,02,B0,00,B0,00,FFFF,FF,FF,04,00,A8,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2036,00,01,02,B0,00,B0,00,FFFF,FF,FF,04,00,A8,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2037,00,01,02,B1,00,B0,00,FFFF,FF,FF,04,00,A9,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2038,00,01,02,B1,00,B0,00,FFFF,FF,FF,04,00,A9,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2039,00,01,02,B2,00,B0,00,FFFF,FF,FF,04,00,AA,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2040,00,01,02,B2,00,B0,00,FFFF,FF,FF,04,00,AA,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2041,00,01,02,B3,00,B0,00,FFFF,FF,FF,04,00,AB,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2042,00,01,02,B3,00,B0,00,FFFF,FF,FF,04,00,AB,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2043,00,01,02,B4,00,B0,00,FFFF,FF,FF,04,00,AC,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2044,00,01,02,B4,00,B0,00,FFFF,FF,FF,04,00,AC,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2045,00,01,02,B5,00,B0,00,FFFF,FF,FF,04,00,AD,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2046,00,01,02,B5,00,B0,00,FFFF,FF,FF,04,00,AD,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2047,00,01,02,B6,00,B0,00,FFFF,FF,FF,04,00,AE,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2048,00,01,02,B6,00,B0,00,FFFF,FF,FF,04,00,AE,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2049,00,01,02,B7,00,B0,00,FFFF,FF,FF,04,00,AF,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2050,00,01,02,B7,00,B0,00,FFFF,FF,FF,04,00,AF,15,A0,2B,C0,23,00,00,00,01,00,00,00,FFFF
2051,00,01,02,B8,00,B0,00,FFFF,FF,FF,04,00,B0,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2052,00,01,02,B8,00,B0,00,FFFF,FF,FF,04,00,B0,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2053,00,01,02,B9,00,B0,00,FFFF,FF,FF,04,00,B1,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2054,00,01,02,B9,00,B0,00,FFFF,FF,FF,04,00,B1,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2055,00,01,02,BA,00,B0,00,FFFF,FF,FF,04,00,B2,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2056,00,01,02,BA,00,B0,00,FFFF,FF,FF,04,00,B2,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2057,00,01,02,BB,00,B0,00,FFFF,FF,FF,04,00,B3,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2058,00,01,02,BB,00,B0,00,FFFF,FF,FF,04,00,B3,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2059,00,01,02,BC,00,B0,00,FFFF,FF,FF,04,00,B4,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2060,00,01,02,BC,00,B0,00,FFFF,FF,FF,04,00,B4,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2061,00,01,02,BD,00,B0,00,FFFF,FF,FF,04,00,B5,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2062,00,01,02,BD,00,B0,00,FFFF,FF,FF,04,00,B5,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2063,00,01,02,BE,00,B0,00,FFFF,FF,FF,04,00,B6,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2064,00,01,02,BE,00,B0,00,FFFF,FF,FF,04,00,B6,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2065,00,01,02,BF,00,B0,00,FFFF,FF,FF,04,00,B7,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2066,00,01,02,BF,00,B0,00,FFFF,FF,FF,04,00,B7,16,00,20,C0,23,00,00,00,01,00,00,00,FFFF
2067,00,01,02,C0,00,B0,00,FFFF,FF,FF,04,00,B8,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2068,00,01,02,C0,00,B0,00,FFFF,FF,FF,04,00,B8,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2069,00,01,02,C1,00,B0,00,FFFF,FF,FF,04,00,B9,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2070,00,01,02,C1,00,B0,00,FFFF,FF,FF,04,00,B9,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2071,00,01,02,C2,00,B0,00,FFFF,FF,FF,04,00,BA,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2072,00,01,02,C2,00,B0,00,FFFF,FF,FF,04,00,BA,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2073,00,01,02,C3,00,B0,00,FFFF,FF,FF,04,00,BB,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2074,00,01,02,C3,00,B0,00,FFFF,FF,FF,04,00,BB,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2075,00,01,02,C4,00,B0,00,FFFF,FF,FF,04,00,BC,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2076,00,01,02,C4,00,B0,00,FFFF,FF,FF,04,00,BC,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2077,00,01,02,C5,00,B0,00,FFFF,FF,FF,04,00,BD,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2078,00,01,02,C5,00,B0,00,FFFF,FF,FF,04,00,BD,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2079,00,01,02,C6,00,B0,00,FFFF,FF,FF,04,00,BE,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2080,00,01,02,C6,00,B0,00,FFFF,FF,FF,04,00,BE,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2081,00,01,02,C7,00,B0,00,FFFF,FF,FF,04,00,BF,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2082,00,01,02,C7,00,B0,00,FFFF,FF,FF,04,00,BF,17,20,20,C0,23,00,00,00,01,00,00,00,FFFF
2083,00,01,02,C8,00,B0,00,FFFF,FF,FF,04,00,C0,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2084,00,01,02,C8,00,B0,00,FFFF,FF,FF,04,00,C0,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2085,00,01,02,C9,00,B0,00,FFFF,FF,FF,04,00,C1,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2086,00,01,02,C9,00,B0,00,FFFF,FF,FF,04,00,C1,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2087,00,01,02,CA,00,B0,00,FFFF,FF,FF,04,00,C2,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2088,00,01,02,CA,00,B0,00,FFFF,FF,FF,04,00,C2,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2089,00,01,02,CB,00,B0,00,FFFF,FF,FF,04,00,C3,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2090,00,01,02,CB,00,B0,00,FFFF,FF,FF,04,00,C3,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2091,00,01,02,CC,00,B0,00,FFFF,FF,FF,04,00,C4,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2092,00,01,02,CC,00,B0,00,FFFF,FF,FF,04,00,C4,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2093,00,01,02,CD,00,B0,00,FFFF,FF,FF,04,00,C5,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2094,00,01,02,CD,00,B0,00,FFFF,FF,FF,04,00,C5,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2095,00,01,02,CE,00,B0,00,FFFF,FF,FF,04,00,C6,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2096,00,01,02,CE,00,B0,00,FFFF,FF,FF,04,00,C6,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2097,00,01,02,CF,00,B0,00,FFFF,FF,FF,04,00,C7,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2098,00,01,02,CF,00,B0,00,FFFF,FF,FF,04,00,C7,18,40,20,C0,23,00,00,00,01,00,00,00,FFFF
2099,00,01,02,D0,00,B0,00,FFFF,FF,FF,04,00,C8,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2100,00,01,02,D0,00,B0,00,FFFF,FF,FF,04,00,C8,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2101,00,01,02,D1,00,B0,00,FFFF,FF,FF,04,00,C9,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2102,00,01,02,D1,00,B0,00,FFFF,FF,FF,04,00,C9,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2103,00,01,02,D2,00,B0,00,FFFF,FF,FF,04,00,CA,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2104,00,01,02,D2,00,B0,00,FFFF,FF,FF,04,00,CA,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2105,00,01,02,D3,00,B0,00,FFFF,FF,FF,04,00,CB,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2106,00,01,02,D3,00,B0,00,FFFF,FF,FF,04,00,CB,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2107,00,01,02,D4,00,B0,00,FFFF,FF,FF,04,00,CC,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2108,00,01,02,D4,00,B0,00,FFFF,FF,FF,04,00,CC,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2109,00,01,02,D5,00,B0,00,FFFF,FF,FF,04,00,CD,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2110,00,01,02,D5,00,B0,00,FFFF,FF,FF,04,00,CD,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2111,00,01,02,D6,00,B0,00,FFFF,FF,FF,04,00,CE,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2112,00,01,02,D6,00,B0,00,FFFF,FF,FF,04,00,CE,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2113,00,01,02,D7,00,B0,00,FFFF,FF,FF,04,00,CF,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2114,00,01,02,D7,00,B0,00,FFFF,FF,FF,04,00,CF,19,60,20,C0,23,00,00,00,01,00,00,00,FFFF
2115,00,01,02,D8,00,B0,00,FFFF,FF,FF,05,00,D0,1A,80,20,C8,23,00,00,00,01,00,00,00,FFFF
2116,00,01,02,D8,00,B0,00,FFFF,FF,FF,05,00,D0,1A,80,20,C8,23,00,00,00,01,00,00,00,FFFF
2117,00,01,02,D9,00,B0,00,FFFF,FF,FF,05,00,D1,1A,80,20,C8,23,00,00,00,01,00,00,00,FFFF
