# label=gen system=GEN ramDomain=M68K BUS start=2100 end=3200 step=1
# frame,gameMode,phase,subphase,frameCtr,curVScroll,curHScroll,ppuCtrl,switchReq,tileBufSel,lineCounter,vramHi,vramLo,textIndex,objYTick,vsram0,ppuScrlX,ppuScrlY,hintQCount,hintPendSplit,introScrollMode,stagedMode,stagedHintCtr,stagedBase,stagedEvent,activeHintCtr,stagedSegment,activeSegment,activeBase,activeEvent,spriteVisible,attrIndex,itemRow
02129,00,01,02,FD,C1,00,B0,00,00,B9,20,20,04,00,00C8,00,C0,00,00,00,00,00,00C9,00C9,00,02,02,00C8,00C8,6,17,02
02130,00,01,02,FE,C1,00,B0,00,00,B9,20,20,04,00,00C9,00,C1,00,00,00,00,00,00C9,00C9,00,02,02,00C9,00C9,6,17,02
02131,00,01,02,FF,C2,00,B0,00,00,BA,20,20,04,00,00C9,00,C1,00,00,00,00,00,00CA,00CA,00,02,02,00C9,00C9,6,17,02
02132,00,01,02,00,C2,00,B0,00,00,BA,20,20,04,00,00CA,00,C2,00,00,00,00,00,00CA,00CA,00,02,02,00CA,00CA,6,17,02
02133,00,01,02,01,C3,00,B0,00,00,BB,20,20,04,00,00CA,00,C2,00,00,00,00,00,00CB,00CB,00,02,02,00CA,00CA,6,17,02
02134,00,01,02,02,C3,00,B0,00,00,BB,20,20,04,00,00CB,00,C3,00,00,00,00,00,00CB,00CB,00,02,02,00CB,00CB,6,17,02
02135,00,01,02,03,C4,00,B0,00,00,BC,20,20,04,00,00CB,00,C3,00,00,00,00,00,00CC,00CC,00,02,02,00CB,00CB,6,17,02
02136,00,01,02,04,C4,00,B0,00,00,BC,20,20,04,00,00CC,00,C4,00,00,00,00,00,00CC,00CC,00,02,02,00CC,00CC,6,17,02
02137,00,01,02,05,C5,00,B0,00,00,BD,20,20,04,00,00CC,00,C4,00,00,00,00,00,00CD,00CD,00,02,02,00CC,00CC,6,17,02
02138,00,01,02,06,C5,00,B0,00,00,BD,20,20,04,00,00CD,00,C5,00,00,00,00,00,00CD,00CD,00,02,02,00CD,00CD,6,17,02
02139,00,01,02,07,C6,00,B0,00,00,BE,20,20,04,00,00CD,00,C5,00,00,00,00,00,00CE,00CE,00,02,02,00CD,00CD,6,17,02
02140,00,01,02,08,C6,00,B0,00,00,BE,20,20,04,00,00CE,00,C6,00,00,00,00,00,00CE,00CE,00,02,02,00CE,00CE,6,17,02
02141,00,01,02,09,C7,00,B0,00,00,BF,20,20,04,00,00CE,00,C6,00,00,00,00,00,00CF,00CF,00,02,02,00CE,00CE,6,17,02
02142,00,01,02,0A,C7,00,B0,00,00,BF,20,20,04,00,00CF,00,C7,00,00,00,00,00,00CF,00CF,00,02,02,00CF,00CF,6,17,02
02143,00,01,02,0B,C8,00,B0,00,00,C0,20,40,04,00,00CF,00,C7,00,00,00,00,00,00D0,00D0,00,02,02,00CF,00CF,6,18,02
02144,00,01,02,0C,C8,00,B0,00,00,C0,20,40,04,00,00D0,00,C8,00,00,00,00,00,00D0,00D0,00,02,02,00D0,00D0,6,18,02
02145,00,01,02,0D,C9,00,B0,00,00,C1,20,40,04,00,00D0,00,C8,00,00,00,00,00,00D1,00D1,00,02,02,00D0,00D0,6,18,02
02146,00,01,02,0E,C9,00,B0,00,00,C1,20,40,04,00,00D1,00,C9,00,00,00,00,00,00D1,00D1,00,02,02,00D1,00D1,6,18,02
02147,00,01,02,0F,CA,00,B0,00,00,C2,20,40,04,00,00D1,00,C9,00,00,00,00,00,00D2,00D2,00,02,02,00D1,00D1,6,18,02
02148,00,01,02,10,CA,00,B0,00,00,C2,20,40,04,00,00D2,00,CA,00,00,00,00,00,00D2,00D2,00,02,02,00D2,00D2,6,18,02
02149,00,01,02,11,CB,00,B0,00,00,C3,20,40,04,00,00D2,00,CA,00,00,00,00,00,00D3,00D3,00,02,02,00D2,00D2,6,18,02
02150,00,01,02,12,CB,00,B0,00,00,C3,20,40,04,00,00D3,00,CB,00,00,00,00,00,00D3,00D3,00,02,02,00D3,00D3,6,18,02
02151,00,01,02,13,CC,00,B0,00,00,C4,20,40,04,00,00D3,00,CB,00,00,00,00,00,00D4,00D4,00,02,02,00D3,00D3,6,18,02
02152,00,01,02,14,CC,00,B0,00,00,C4,20,40,04,00,00D4,00,CC,00,00,00,00,00,00D4,00D4,00,02,02,00D4,00D4,6,18,02
02153,00,01,02,15,CD,00,B0,00,00,C5,20,40,04,00,00D4,00,CC,00,00,00,00,00,00D5,00D5,00,02,02,00D4,00D4,6,18,02
02154,00,01,02,16,CD,00,B0,00,00,C5,20,40,04,00,00D5,00,CD,00,00,00,00,00,00D5,00D5,00,02,02,00D5,00D5,6,18,02
02155,00,01,02,17,CE,00,B0,00,00,C6,20,40,04,00,00D5,00,CD,00,00,00,00,00,00D6,00D6,00,02,02,00D5,00D5,6,18,02
02156,00,01,02,18,CE,00,B0,00,00,C6,20,40,04,00,00D6,00,CE,00,00,00,00,00,00D6,00D6,00,02,02,00D6,00D6,6,18,02
02157,00,01,02,19,CF,00,B0,00,00,C7,20,40,04,00,00D6,00,CE,00,00,00,00,00,00D7,00D7,00,02,02,00D6,00D6,6,18,02
02158,00,01,02,1A,CF,00,B0,00,00,C7,20,40,04,00,00D7,00,CF,00,00,00,00,00,00D7,00D7,00,02,02,00D7,00D7,6,18,02
02159,00,01,02,1B,D0,00,B0,00,00,C8,20,60,04,00,00D7,00,CF,00,00,00,00,00,00D8,00D8,00,02,02,00D7,00D7,6,19,02
02160,00,01,02,1C,D0,00,B0,00,00,C8,20,60,04,00,00D8,00,D0,00,00,00,00,00,00D8,00D8,00,02,02,00D8,00D8,6,19,02
02161,00,01,02,1D,D1,00,B0,00,00,C9,20,60,04,00,00D8,00,D0,00,00,00,00,00,00D9,00D9,00,02,02,00D8,00D8,6,19,02
02162,00,01,02,1E,D1,00,B0,00,00,C9,20,60,04,00,00D9,00,D1,00,00,00,00,00,00D9,00D9,00,02,02,00D9,00D9,6,19,02
02163,00,01,02,1F,D2,00,B0,00,00,CA,20,60,04,00,00D9,00,D1,00,00,00,00,00,00DA,00DA,00,02,02,00D9,00D9,6,19,02
02164,00,01,02,20,D2,00,B0,00,00,CA,20,60,04,00,00DA,00,D2,00,00,00,00,00,00DA,00DA,00,02,02,00DA,00DA,6,19,02
02165,00,01,02,21,D3,00,B0,00,00,CB,20,60,04,00,00DA,00,D2,00,00,00,00,00,00DB,00DB,00,02,02,00DA,00DA,6,19,02
02166,00,01,02,22,D3,00,B0,00,00,CB,20,60,04,00,00DB,00,D3,00,00,00,00,00,00DB,00DB,00,02,02,00DB,00DB,6,19,02
02167,00,01,02,23,D4,00,B0,00,00,CC,20,60,04,00,00DB,00,D3,00,00,00,00,00,00DC,00DC,00,02,02,00DB,00DB,6,19,02
02168,00,01,02,24,D4,00,B0,00,00,CC,20,60,04,00,00DC,00,D4,00,00,00,00,00,00DC,00DC,00,02,02,00DC,00DC,6,19,02
02169,00,01,02,25,D5,00,B0,00,00,CD,20,60,04,00,00DC,00,D4,00,00,00,00,00,00DD,00DD,00,02,02,00DC,00DC,6,19,02
02170,00,01,02,26,D5,00,B0,00,00,CD,20,60,04,00,00DD,00,D5,00,00,00,00,00,00DD,00DD,00,02,02,00DD,00DD,6,19,02
02171,00,01,02,27,D6,00,B0,00,00,CE,20,60,04,00,00DD,00,D5,00,00,00,00,00,00DE,00DE,00,02,02,00DD,00DD,6,19,02
02172,00,01,02,28,D6,00,B0,00,00,CE,20,60,04,00,00DE,00,D6,00,00,00,00,00,00DE,00DE,00,02,02,00DE,00DE,6,19,02
02173,00,01,02,29,D7,00,B0,00,00,CF,20,60,04,00,00DE,00,D6,00,00,00,00,00,00DF,00DF,00,02,02,00DE,00DE,6,19,02
02174,00,01,02,2A,D7,00,B0,00,00,CF,20,60,04,00,00DF,00,D7,00,00,00,00,00,00DF,00DF,00,02,02,00DF,00DF,6,19,02
02175,00,01,02,2B,D8,00,B0,00,00,D0,20,80,05,00,00DF,00,D7,00,00,00,00,00,00E0,00E0,00,05,02,00DF,00DF,6,1A,02
02176,00,01,02,2B,D8,00,30,00,00,D0,20,80,05,00,00E0,00,D8,00,00,00,00,00,00E0,00E0,00,05,05,00E0,00E0,6,1A,02
02177,00,01,02,2D,D9,00,B0,00,00,D1,20,80,05,00,00E0,00,D8,00,00,00,00,00,00E1,00E1,00,05,05,00E0,00E0,6,1A,02
02178,00,01,02,2E,D9,00,B0,00,00,D1,20,80,05,00,00E1,00,D9,00,00,00,00,00,00E1,00E1,00,05,05,00E1,00E1,6,1A,02
02179,00,01,02,2F,DA,00,B0,00,00,D2,20,80,05,00,00E1,00,D9,00,00,00,00,00,00E2,00E2,00,05,05,00E1,00E1,6,1A,02
02180,00,01,02,30,DA,00,B0,00,00,D2,20,80,05,00,00E2,00,DA,00,00,00,00,00,00E2,00E2,00,05,05,00E2,00E2,6,1A,02
02181,00,01,02,31,DB,00,B0,00,00,D3,20,80,05,00,00E2,00,DA,00,00,00,00,00,00E3,00E3,00,05,05,00E2,00E2,6,1A,02
02182,00,01,02,32,DB,00,B0,00,00,D3,20,80,05,00,00E3,00,DB,00,00,00,00,00,00E3,00E3,00,05,05,00E3,00E3,6,1A,02
02183,00,01,02,33,DC,00,B0,00,00,D4,20,80,05,00,00E3,00,DB,00,00,00,00,00,00E4,00E4,00,05,05,00E3,00E3,6,1A,02
02184,00,01,02,34,DC,00,B0,00,00,D4,20,80,05,00,00E4,00,DC,00,00,00,00,00,00E4,00E4,00,05,05,00E4,00E4,6,1A,02
02185,00,01,02,35,DD,00,B0,00,00,D5,20,80,05,00,00E4,00,DC,00,00,00,00,00,00E5,00E5,00,05,05,00E4,00E4,6,1A,02
02186,00,01,02,36,DD,00,B0,00,00,D5,20,80,05,00,00E5,00,DD,00,00,00,00,00,00E5,00E5,00,05,05,00E5,00E5,6,1A,02
02187,00,01,02,37,DE,00,B0,00,00,D6,20,80,05,00,00E5,00,DD,00,00,00,00,00,00E6,00E6,00,05,05,00E5,00E5,6,1A,02
02188,00,01,02,38,DE,00,B0,00,00,D6,20,80,05,00,00E6,00,DE,00,00,00,00,00,00E6,00E6,00,05,05,00E6,00E6,6,1A,02
02189,00,01,02,39,DF,00,B0,00,00,D7,20,80,05,00,00E6,00,DE,00,00,00,00,00,00E7,00E7,00,05,05,00E6,00E6,6,1A,02
02190,00,01,02,3A,DF,00,B0,00,00,D7,20,80,05,00,00E7,00,DF,00,00,00,00,00,00E7,00E7,00,05,05,00E7,00E7,6,1A,02
02191,00,01,02,3B,E0,00,B0,00,00,D8,20,A0,05,00,00E7,00,DF,00,00,00,00,00,00E8,00E8,00,05,05,00E7,00E7,6,1B,02
02192,00,01,02,3C,E0,00,B0,00,00,D8,20,A0,05,00,00E8,00,E0,00,00,00,00,00,00E8,00E8,00,05,05,00E8,00E8,6,1B,02
02193,00,01,02,3D,E1,00,B0,00,00,D9,20,A0,05,00,00E8,00,E0,00,00,00,00,00,00E9,00E9,00,05,05,00E8,00E8,6,1B,02
02194,00,01,02,3E,E1,00,B0,00,00,D9,20,A0,05,00,00E9,00,E1,00,00,00,00,00,00E9,00E9,00,05,05,00E9,00E9,6,1B,02
02195,00,01,02,3F,E2,00,B0,00,00,DA,20,A0,05,00,00E9,00,E1,00,00,00,00,00,00EA,00EA,00,05,05,00E9,00E9,6,1B,02
02196,00,01,02,40,E2,00,B0,00,00,DA,20,A0,05,00,00EA,00,E2,00,00,00,00,00,00EA,00EA,00,05,05,00EA,00EA,6,1B,02
02197,00,01,02,41,E3,00,B0,00,00,DB,20,A0,05,00,00EA,00,E2,00,00,00,00,00,00EB,00EB,00,05,05,00EA,00EA,6,1B,02
02198,00,01,02,42,E3,00,B0,00,00,DB,20,A0,05,00,00EB,00,E3,00,00,00,00,00,00EB,00EB,00,05,05,00EB,00EB,6,1B,02
02199,00,01,02,43,E4,00,B0,00,00,DC,20,A0,05,00,00EB,00,E3,00,00,00,00,00,00EC,00EC,00,05,05,00EB,00EB,6,1B,02
02200,00,01,02,44,E4,00,B0,00,00,DC,20,A0,05,00,00EC,00,E4,00,00,00,00,00,00EC,00EC,00,05,05,00EC,00EC,6,1B,02
02201,00,01,02,45,E5,00,B0,00,00,DD,20,A0,05,00,00EC,00,E4,00,00,00,00,00,00ED,00ED,00,05,05,00EC,00EC,6,1B,02
02202,00,01,02,46,E5,00,B0,00,00,DD,20,A0,05,00,00ED,00,E5,00,00,00,00,00,00ED,00ED,00,05,05,00ED,00ED,6,1B,02
02203,00,01,02,47,E6,00,B0,00,00,DE,20,A0,05,00,00ED,00,E5,00,00,00,00,00,00EE,00EE,00,05,05,00ED,00ED,6,1B,02
02204,00,01,02,48,E6,00,B0,00,00,DE,20,A0,05,00,00EE,00,E6,00,00,00,00,00,00EE,00EE,00,05,05,00EE,00EE,6,1B,02
02205,00,01,02,49,E7,00,B0,00,00,DF,20,A0,05,00,00EE,00,E6,00,00,00,00,00,00EF,00EF,00,05,05,00EE,00EE,6,1B,02
02206,00,01,02,4A,E7,00,B0,00,00,DF,20,A0,05,00,00EF,00,E7,00,00,00,00,00,00EF,00EF,00,05,05,00EF,00EF,6,1B,02
02207,00,01,02,4B,E8,00,B0,00,00,E0,20,C0,05,00,00EF,00,E7,00,00,00,00,00,00F0,00F0,00,05,05,00EF,00EF,6,1C,02
02208,00,01,02,4C,E8,00,B0,00,00,E0,20,C0,05,00,00F0,00,E8,00,00,00,00,00,00F0,00F0,00,05,05,00F0,00F0,6,1C,02
02209,00,01,02,4D,E9,00,B0,00,00,E1,20,C0,05,00,00F0,00,E8,00,00,00,00,00,00F1,00F1,00,05,05,00F0,00F0,6,1C,02
02210,00,01,02,4E,E9,00,B0,00,00,E1,20,C0,05,00,00F1,00,E9,00,00,00,00,00,00F1,00F1,00,05,05,00F1,00F1,6,1C,02
02211,00,01,02,4F,EA,00,B0,00,00,E2,20,C0,05,00,00F1,00,E9,00,00,00,00,00,00F2,00F2,00,05,05,00F1,00F1,6,1C,02
02212,00,01,02,50,EA,00,B0,00,00,E2,20,C0,05,00,00F2,00,EA,00,00,00,00,00,00F2,00F2,00,05,05,00F2,00F2,6,1C,02
02213,00,01,02,51,EB,00,B0,00,00,E3,20,C0,05,00,00F2,00,EA,00,00,00,00,00,00F3,00F3,00,05,05,00F2,00F2,6,1C,02
02214,00,01,02,52,EB,00,B0,00,00,E3,20,C0,05,00,00F3,00,EB,00,00,00,00,00,00F3,00F3,00,05,05,00F3,00F3,6,1C,02
02215,00,01,02,53,EC,00,B0,00,00,E4,20,C0,05,00,00F3,00,EB,00,00,00,00,00,00F4,00F4,00,05,05,00F3,00F3,6,1C,02
02216,00,01,02,54,EC,00,B0,00,00,E4,20,C0,05,00,00F4,00,EC,00,00,00,00,00,00F4,00F4,00,05,05,00F4,00F4,6,1C,02
02217,00,01,02,55,ED,00,B0,00,00,E5,20,C0,05,00,00F4,00,EC,00,00,00,00,00,00F5,00F5,00,05,05,00F4,00F4,6,1C,02
02218,00,01,02,56,ED,00,B0,00,00,E5,20,C0,05,00,00F5,00,ED,00,00,00,00,00,00F5,00F5,00,05,05,00F5,00F5,6,1C,02
02219,00,01,02,57,EE,00,B0,00,00,E6,20,C0,05,00,00F5,00,ED,00,00,00,00,00,00F6,00F6,00,05,05,00F5,00F5,6,1C,02
02220,00,01,02,58,EE,00,B0,00,00,E6,20,C0,05,00,00F6,00,EE,00,00,00,00,00,00F6,00F6,00,05,05,00F6,00F6,6,1C,02
02221,00,01,02,59,EF,00,B0,00,00,E7,20,C0,05,00,00F6,00,EE,00,00,00,00,00,00F7,00F7,00,05,05,00F6,00F6,6,1C,02
02222,00,01,02,5A,EF,00,B0,00,00,E7,20,C0,05,00,00F7,00,EF,00,00,00,00,00,00F7,00F7,00,05,05,00F7,00F7,6,1C,02
02223,00,01,02,5B,00,00,B0,01,00,E8,20,E0,05,00,00F7,00,EF,00,00,00,00,00,00F8,00F8,00,06,05,00F7,00F7,6,1D,03
02224,00,01,02,5B,00,00,32,00,00,E8,20,E0,05,00,00F8,00,00,00,00,00,00,00,00F8,00F8,00,05,06,00F8,00F8,6,1D,03
02225,00,01,02,5D,01,00,B2,00,00,E9,20,E0,05,00,00F8,00,00,00,00,00,00,00,00F9,00F9,00,05,05,00F8,00F8,6,1D,03
02226,00,01,02,5E,01,00,B2,00,00,E9,20,E0,05,00,00F9,00,01,00,00,00,00,00,00F9,00F9,00,05,05,00F9,00F9,6,1D,03
02227,00,01,02,5F,02,00,B2,00,00,EA,20,E0,05,00,00F9,00,01,00,00,00,00,00,00FA,00FA,00,05,05,00F9,00F9,6,1D,03
02228,00,01,02,60,02,00,B2,00,00,EA,20,E0,05,00,00FA,00,02,00,00,00,00,00,00FA,00FA,00,05,05,00FA,00FA,6,1D,03
02229,00,01,02,61,03,00,B2,00,00,EB,20,E0,05,00,00FA,00,02,00,00,00,00,00,00FB,00FB,00,05,05,00FA,00FA,6,1D,03
02230,00,01,02,62,03,00,B2,00,00,EB,20,E0,05,00,00FB,00,03,00,00,00,00,00,00FB,00FB,00,05,05,00FB,00FB,6,1D,03
02231,00,01,02,63,04,00,B2,00,00,EC,20,E0,05,00,00FB,00,03,00,00,00,00,00,00FC,00FC,00,05,05,00FB,00FB,6,1D,03
02232,00,01,02,64,04,00,B2,00,00,EC,20,E0,05,00,00FC,00,04,00,00,00,00,00,00FC,00FC,00,05,05,00FC,00FC,6,1D,03
02233,00,01,02,65,05,00,B2,00,00,ED,20,E0,05,00,00FC,00,04,00,00,00,00,00,00FD,00FD,00,05,05,00FC,00FC,6,1D,03
02234,00,01,02,66,05,00,B2,00,00,ED,20,E0,05,00,00FD,00,05,00,00,00,00,00,00FD,00FD,00,05,05,00FD,00FD,6,1D,03
02235,00,01,02,67,06,00,B2,00,00,EE,20,E0,05,00,00FD,00,05,00,00,00,00,00,00FE,00FE,00,05,05,00FD,00FD,6,1D,03
02236,00,01,02,68,06,00,B2,00,00,EE,20,E0,05,00,00FE,00,06,00,00,00,00,00,00FE,00FE,00,05,05,00FE,00FE,6,1D,03
02237,00,01,02,69,07,00,B2,00,00,EF,20,E0,05,00,00FE,00,06,00,00,00,00,00,00FF,00FF,00,05,05,00FE,00FE,6,1D,03
02238,00,01,02,6A,07,00,B2,00,00,EF,20,E0,05,00,00FF,00,07,00,00,00,00,00,00FF,00FF,00,05,05,00FF,00FF,6,1D,03
02239,00,01,02,6B,08,00,B2,00,00,F0,21,00,05,00,00FF,00,07,00,00,00,00,00,0100,0100,00,05,05,00FF,00FF,6,1E,03
02240,00,01,02,6C,08,00,B2,00,00,F0,21,00,05,00,0100,00,08,00,00,00,00,00,0100,0100,00,05,05,0100,0100,6,1E,03
02241,00,01,02,6D,09,00,B2,00,00,F1,21,00,05,00,0100,00,08,00,00,00,02,DE,0101,0121,00,05,05,0100,0100,6,1E,03
02242,00,01,02,6E,09,00,B2,00,00,F1,21,00,05,00,0121,00,09,00,01,02,02,DE,0101,0121,DE,05,05,0101,0121,6,1E,03
02243,00,01,02,6F,0A,00,B2,00,00,F2,21,00,05,00,0121,00,09,00,01,02,02,DD,0102,0122,DE,05,05,0101,0121,6,1E,03
02244,00,01,02,70,0A,00,B2,00,00,F2,21,00,05,00,0122,00,0A,00,01,02,02,DD,0102,0122,DD,05,05,0102,0122,6,1E,03
02245,00,01,02,71,0B,00,B2,00,00,F3,21,00,05,00,0122,00,0A,00,01,02,02,DC,0103,0123,DD,05,05,0102,0122,6,1E,03
02246,00,01,02,72,0B,00,B2,00,00,F3,21,00,05,00,0123,00,0B,00,01,02,02,DC,0103,0123,DC,05,05,0103,0123,6,1E,03
02247,00,01,02,73,0C,00,B2,00,00,F4,21,00,05,00,0123,00,0B,00,01,02,02,DB,0104,0124,DC,05,05,0103,0123,6,1E,03
02248,00,01,02,74,0C,00,B2,00,00,F4,21,00,05,00,0124,00,0C,00,01,02,02,DB,0104,0124,DB,05,05,0104,0124,6,1E,03
02249,00,01,02,75,0D,00,B2,00,00,F5,21,00,05,00,0124,00,0C,00,01,02,02,DA,0105,0125,DB,05,05,0104,0124,6,1E,03
02250,00,01,02,76,0D,00,B2,00,00,F5,21,00,05,00,0125,00,0D,00,01,02,02,DA,0105,0125,DA,05,05,0105,0125,6,1E,03
02251,00,01,02,77,0E,00,B2,00,00,F6,21,00,05,00,0125,00,0D,00,01,02,02,D9,0106,0126,DA,05,05,0105,0125,6,1E,03
02252,00,01,02,78,0E,00,B2,00,00,F6,21,00,05,00,0126,00,0E,00,01,02,02,D9,0106,0126,D9,05,05,0106,0126,6,1E,03
02253,00,01,02,79,0F,00,B2,00,00,F7,21,00,05,00,0126,00,0E,00,01,02,02,D8,0107,0127,D9,05,05,0106,0126,6,1E,03
02254,00,01,02,7A,0F,00,B2,00,00,F7,21,00,05,00,0127,00,0F,00,01,02,02,D8,0107,0127,D8,05,05,0107,0127,6,1E,03
02255,00,01,02,7B,10,00,B2,00,00,F8,21,20,05,00,0127,00,0F,00,01,02,02,D7,0108,0128,D8,05,05,0107,0127,6,1F,03
02256,00,01,02,7B,10,00,32,00,00,F8,21,20,05,00,0108,00,10,01,01,02,02,D7,0108,0128,D7,05,05,0108,0128,6,1F,03
02257,00,01,02,7D,11,00,B2,00,00,F9,21,20,05,00,0128,00,10,00,01,02,02,D6,0109,0129,D7,05,05,0108,0128,8,1F,03
02258,00,01,02,7E,11,00,B2,00,00,F9,21,20,05,00,0129,00,11,00,01,02,02,D6,0109,0129,D6,05,05,0109,0129,8,1F,03
02259,00,01,02,7F,12,00,B2,00,00,FA,21,20,05,00,0129,00,11,00,01,02,02,D5,010A,012A,D6,05,05,0109,0129,8,1F,03
02260,00,01,02,80,12,00,B2,00,00,FA,21,20,05,00,012A,00,12,00,01,02,02,D5,010A,012A,D5,05,05,010A,012A,8,1F,03
02261,00,01,02,81,13,00,B2,00,00,FB,21,20,05,00,012A,00,12,00,01,02,02,D4,010B,012B,D5,05,05,010A,012A,8,1F,03
02262,00,01,02,82,13,00,B2,00,00,FB,21,20,05,00,012B,00,13,00,01,02,02,D4,010B,012B,D4,05,05,010B,012B,8,1F,03
02263,00,01,02,83,14,00,B2,00,00,FC,21,20,05,00,012B,00,13,00,01,02,02,D3,010C,012C,D4,05,05,010B,012B,8,1F,03
02264,00,01,02,84,14,00,B2,00,00,FC,21,20,05,00,012C,00,14,00,01,02,02,D3,010C,012C,D3,05,05,010C,012C,8,1F,03
