frame,gameMode,phase,subphase,curVScroll,demoLineTextIndex,demoNTWraps,lineCounter,lineAttrIndex,lineDst,attrDst,switchReq,subphase2Hits,lineRecordHit,demoLineSelected,planeLineDst,attrRecordHit,attrLineDst,lineAdvanced,attrAdvanced,ntWrapped
1103,00,01,00,30,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1104,00,01,00,31,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1105,00,01,00,31,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1106,00,01,00,32,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1107,00,01,00,32,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1108,00,01,00,33,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1109,00,01,00,33,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1110,00,01,00,34,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1111,00,01,00,34,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1112,00,01,00,35,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1113,00,01,00,35,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1114,00,01,00,36,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1115,00,01,00,36,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1116,00,01,00,37,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1117,00,01,00,37,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1118,00,01,00,38,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1119,00,01,00,38,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1120,00,01,00,39,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1121,00,01,00,39,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1122,00,01,00,3A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1123,00,01,00,3A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1124,00,01,00,3B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1125,00,01,00,3B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1126,00,01,00,3C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1127,00,01,00,3C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1128,00,01,00,3D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1129,00,01,00,3D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1130,00,01,00,3E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1131,00,01,00,3E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1132,00,01,00,3F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1133,00,01,00,3F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1134,00,01,00,40,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1135,00,01,00,40,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1136,00,01,00,41,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1137,00,01,00,41,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1138,00,01,00,42,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1139,00,01,00,42,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1140,00,01,00,43,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1141,00,01,00,43,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1142,00,01,00,44,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1143,00,01,00,44,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1144,00,01,00,45,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1145,00,01,00,45,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1146,00,01,00,46,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1147,00,01,00,46,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1148,00,01,00,47,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1149,00,01,00,47,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1150,00,01,00,48,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1151,00,01,00,48,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1152,00,01,00,49,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1153,00,01,00,49,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1154,00,01,00,4A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1155,00,01,00,4A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1156,00,01,00,4B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1157,00,01,00,4B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1158,00,01,00,4C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1159,00,01,00,4C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1160,00,01,00,4D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1161,00,01,00,4D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1162,00,01,00,4E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1163,00,01,00,4E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1164,00,01,00,4F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1165,00,01,00,4F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1166,00,01,00,50,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1167,00,01,00,50,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1168,00,01,00,51,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1169,00,01,00,51,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1170,00,01,00,52,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1171,00,01,00,52,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1172,00,01,00,53,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1173,00,01,00,53,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1174,00,01,00,54,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1175,00,01,00,54,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1176,00,01,00,55,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1177,00,01,00,55,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1178,00,01,00,56,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1179,00,01,00,56,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1180,00,01,00,57,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1181,00,01,00,57,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1182,00,01,00,58,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1183,00,01,00,58,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1184,00,01,00,59,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1185,00,01,00,59,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1186,00,01,00,5A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1187,00,01,00,5A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1188,00,01,00,5B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1189,00,01,00,5B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1190,00,01,00,5C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1191,00,01,00,5C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1192,00,01,00,5D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1193,00,01,00,5D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1194,00,01,00,5E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1195,00,01,00,5E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1196,00,01,00,5F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1197,00,01,00,5F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1198,00,01,00,60,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1199,00,01,00,60,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1200,00,01,00,61,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1201,00,01,00,61,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1202,00,01,00,62,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1203,00,01,00,62,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1204,00,01,00,63,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1205,00,01,00,63,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1206,00,01,00,64,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1207,00,01,00,64,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1208,00,01,00,65,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1209,00,01,00,65,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1210,00,01,00,66,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1211,00,01,00,66,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1212,00,01,00,67,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1213,00,01,00,67,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1214,00,01,00,68,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1215,00,01,00,68,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1216,00,01,00,69,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1217,00,01,00,69,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1218,00,01,00,6A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1219,00,01,00,6A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1220,00,01,00,6B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1221,00,01,00,6B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1222,00,01,00,6C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1223,00,01,00,6C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1224,00,01,00,6D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1225,00,01,00,6D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1226,00,01,00,6E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1227,00,01,00,6E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1228,00,01,00,6F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1229,00,01,00,6F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1230,00,01,00,70,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1231,00,01,00,70,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1232,00,01,00,71,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1233,00,01,00,71,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1234,00,01,00,72,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1235,00,01,00,72,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1236,00,01,00,73,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1237,00,01,00,73,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1238,00,01,00,74,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1239,00,01,00,74,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1240,00,01,00,75,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1241,00,01,00,75,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1242,00,01,00,76,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1243,00,01,00,76,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1244,00,01,00,77,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1245,00,01,00,77,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1246,00,01,00,78,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1247,00,01,00,78,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1248,00,01,00,79,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1249,00,01,00,79,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1250,00,01,00,7A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1251,00,01,00,7A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1252,00,01,00,7B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1253,00,01,00,7B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1254,00,01,00,7C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1255,00,01,00,7C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1256,00,01,00,7D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1257,00,01,00,7D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1258,00,01,00,7E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1259,00,01,00,7E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1260,00,01,00,7F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1261,00,01,00,7F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1262,00,01,00,80,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1263,00,01,00,80,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1264,00,01,00,81,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1265,00,01,00,81,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1266,00,01,00,82,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1267,00,01,00,82,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1268,00,01,00,83,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1269,00,01,00,83,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1270,00,01,00,84,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1271,00,01,00,84,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1272,00,01,00,85,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1273,00,01,00,85,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1274,00,01,00,86,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1275,00,01,00,86,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1276,00,01,00,87,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1277,00,01,00,87,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1278,00,01,00,88,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1279,00,01,00,88,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1280,00,01,00,89,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1281,00,01,00,89,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1282,00,01,00,8A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1283,00,01,00,8A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1284,00,01,00,8B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1285,00,01,00,8B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1286,00,01,00,8C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1287,00,01,00,8C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1288,00,01,00,8D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1289,00,01,00,8D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1290,00,01,00,8E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1291,00,01,00,8E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1292,00,01,00,8F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1293,00,01,00,8F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1294,00,01,00,90,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1295,00,01,00,90,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1296,00,01,00,91,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1297,00,01,00,91,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1298,00,01,00,92,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1299,00,01,00,92,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1300,00,01,00,93,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1301,00,01,00,93,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1302,00,01,00,94,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1303,00,01,00,94,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1304,00,01,00,95,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1305,00,01,00,95,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1306,00,01,00,96,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1307,00,01,00,96,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1308,00,01,00,97,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1309,00,01,00,97,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1310,00,01,00,98,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1311,00,01,00,98,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1312,00,01,00,99,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1313,00,01,00,99,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1314,00,01,00,9A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1315,00,01,00,9A,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1316,00,01,00,9B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1317,00,01,00,9B,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1318,00,01,00,9C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1319,00,01,00,9C,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1320,00,01,00,9D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1321,00,01,00,9D,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1322,00,01,00,9E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1323,00,01,00,9E,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1324,00,01,00,9F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1325,00,01,00,9F,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1326,00,01,00,A0,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1327,00,01,00,A0,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1328,00,01,00,A1,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1329,00,01,00,A1,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1330,00,01,00,A2,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1331,00,01,00,A2,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1332,00,01,00,A3,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1333,00,01,00,A3,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1334,00,01,00,A4,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1335,00,01,00,A4,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1336,00,01,00,A5,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1337,00,01,00,A5,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1338,00,01,00,A6,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1339,00,01,00,A6,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1340,00,01,00,A7,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1341,00,01,00,A7,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1342,00,01,00,A8,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1343,00,01,00,A8,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1344,00,01,00,A9,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1345,00,01,00,A9,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1346,00,01,00,AA,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1347,00,01,00,AA,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1348,00,01,00,AB,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1349,00,01,00,AB,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1350,00,01,00,AC,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1351,00,01,00,AC,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1352,00,01,00,AD,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1353,00,01,00,AD,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1354,00,01,00,AE,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1355,00,01,00,AE,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1356,00,01,00,AF,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1357,00,01,00,AF,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1358,00,01,00,B0,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1359,00,01,00,B0,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1360,00,01,00,B1,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1361,00,01,00,B1,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1362,00,01,00,B2,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1363,00,01,00,B2,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1364,00,01,00,B3,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1365,00,01,00,B3,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
1366,00,01,00,B4,00,00,00,00,0000,0000,00,0,0,FF,FFFF,0,FFFF,0,0,0
